a1,https://www.adafruit.com/product/997
TIP120,https://www.adafruit.com/product/976
1N4001,https://www.adafruit.com/product/755
s1,https://www.adafruit.com/product/1137
r1,300 ohm
12v,https://www.adafruit.com/product/352
rpi,https://www.adafruit.com/product/4564
5v,https://www.adafruit.com/product/4298
